invoice,order_value
547366,215.05
547367,200.16
547370,200.52
547371,314.6
547372,156.3
547373,450.5
547374,284.23
547375,512.13
547377,401.35
547378,905.1
547379,498.32
547380,214.28
547381,201.39
547382,237.07
547383,803.66
547384,18
547387,1085.99
547389,292.47
547390,160.33
547391,70.80000000000001
547401,198.02
547405,114
547406,170.94
547407,21.25
547412,288.05
547413,589.4
547414,216.95000000000002
547415,25.5
547416,382.6
547417,329.56
547418,369.09000000000003
547419,1649.58
547420,345.92
547428,327.25
547444,247.6
547485,366.02
547486,330.24
547488,270.15
547489,99.15
547490,265.02
547491,133.49
547492,178.5
547493,1542.0800000000002
547494,207.8
547496,261.68
547497,776.23
547498,201.48
547500,524.8199999999999
547501,59.400000000000006
547503,77.3
547504,877.88
547507,259.84
547508,378
547509,310.8
547510,1251.48
547511,285.58
547512,584.5
547513,313.45
547514,396.87
547515,330.52
547516,385.79999999999995
547517,326.5
547518,1320
547519,320
547520,456.9
547521,197.05
547535,163.3
547537,249.5
547538,264.8
547539,193.6
547541,495
547546,291.84
547548,202.22
547549,283.03
547550,335.72
547553,36.4
547554,79.6
547555,307.92
547556,162.65
547558,147
547561,358.90000000000003
547562,851.4
547563,227.32
547564,441.81
547565,333
547566,27
547567,442.47
547568,775.85
547569,556.9399999999999
547570,137.35
547571,432.3
547572,251.21
547573,157.16
547576,95.76
547577,513.84
547578,485.89000000000004
547579,120
547580,713.95
547583,562.3199999999999
547623,543.22
547639,154.95
547644,418.18
547645,197.9
547647,232.9
547648,37.5
547649,368.92
547650,459.3
547651,433.29
547652,236.07
547653,515.9
547654,73.77
547655,418.18
547656,217.56
547657,401.3
547658,357.53
547659,286.25
547662,150.34
547663,628.28
547664,273.98
547665,445.2
547666,850.3100000000001
547667,483.3
547668,131.41
547669,163.46
547670,380.39
547671,62.379999999999995
547672,264.24
547674,187.2
547684,762.89
547685,74.7
547686,310.4
547687,356.3
547688,137.4
547689,166.75
547690,335.32
547691,364.84000000000003
547694,40.5
547695,176.38
547697,409.57
547698,51
547702,415.45
547703,1140.76
547705,229.49
547706,2278.8
547707,585
547708,11343.2
547709,279.73
547712,380.98
547713,157.7
547714,427
547715,246.54
547716,344.41
547717,17.4
547718,57.599999999999994
547719,307.5
547720,420.6
547721,256.78
547722,357.91
547724,102.69999999999999
547726,465.84000000000003
547727,878.16
547728,146.88
547729,366.18
547730,349.51
547762,83.14
547772,231.76999999999998
547785,878.02
547786,180.06
547787,409.5
547789,750.37
547790,628.15
547792,9.9
547793,654.75
547794,207.21
547795,171.8
547796,1407.8600000000001
547799,708.66
547800,134.56
547801,554.18
547803,227.70000000000002
547804,6.8
547805,474.05
547809,185.1
547811,194.92
547812,5513.32
547814,295
547815,490.78000000000003
547816,25.25
547817,17.549999999999997
547818,76.2
547819,94.19
547820,141.72
547821,960
547822,1444.8
547825,155.65
547826,197.94
547828,354.66
547829,410.53
547832,3962.06
547833,161.89
547834,633.6
547835,485.45
547837,266.55
547839,649.78
547840,324.7
547841,520.13
547842,343.03000000000003
547843,51
547844,388.9
547845,121.95
547846,194.05
547850,311.57
547860,549.68
547861,353.3
547862,190.5
547863,164.05
547864,115.26
547866,197.89
547867,609.95
547870,173.77
547871,277.43
547872,177.25
547873,218.34
547874,215.7
547875,612.38
547876,254
547877,165.82999999999998
547878,131.3
547879,83.16000000000001
547880,251.56
547881,192.34
547882,539
547883,307.76
547884,665.28
547885,220.8
547886,329.44
547887,453.98
547888,588
547890,223.9
547891,302.21999999999997
547892,1136.3
547893,191.25
547894,277.8
547895,113.14
547896,246.61
547897,400.54
547898,374.7
547900,148.8
547902,121.25
547903,407.09
547906,215.07
547907,88.2
547909,179.73
547910,458.87
547911,137.6
547912,174.8
547914,297.5
547918,1001.82
547919,135.09
547920,116.41
547921,628.66
547922,183.9
547923,82.55
547924,369.01
547925,602.86
547926,229.48
547931,28
547934,257.2
547935,240.35
547936,56.05
547937,239.96
547938,433.9
547939,127.5
547940,460.23
547941,1267.5
547942,106.5
547944,106.95
547945,206.13
547946,116.4
547947,2188.5
547949,198.9
547960,184.57
547962,330.51
547963,250.42000000000002
547965,63.42
547969,250.76
547970,4.95
547971,119.55
547972,817.5
547985,413.7
547986,169.05
547987,444.52
547990,263.58
547991,30
548003,289.25
548005,305.54
548006,428.05
548007,300.75
548010,2527.94
548011,15719.56
548012,317.56
548013,65.16000000000001
548014,579.83
548016,35.04
548017,357.25
548033,356.84000000000003
548038,317.9
548144,328.2
548148,297.2
548150,142.28
548151,277.07
548152,305.68
548153,304.4
548154,465.7
548156,108.2
548157,1518
548158,341.93
548159,69.4
548160,1700.4
548169,2106.46
548170,280.85
548171,963.01
548172,328.15
548176,283.71
548177,272.76
548178,504.61
548185,371.83
548186,539.3
548188,243.81
548189,141.41
548190,258.18
548192,247.45
548196,118.55
548197,113.30000000000001
548198,351.01
548199,287.04
548202,346.59999999999997
548208,314.09999999999997
548210,338.40999999999997
548211,1807.04
548212,940.17
548213,475.69
548214,266.2
548215,355.12
548216,91.8
548217,81.6
548218,301.48
548222,396.59999999999997
548223,152.64
548234,315
548242,216.3
548245,459
548255,383.07
548256,56.4
548257,2161.32
548258,662.3
548259,244.13000000000002
548260,176.21
548267,180.38
548276,481.2
548289,631.06
548293,1012.6
548308,417.75
548309,242.55
548311,183
548312,384.45
548313,465.37
548314,127.78999999999999
548315,303.32
548316,238.8
548317,270.26
548318,453.05
548319,245.2
548320,418.7
548323,193.5
548324,1622.48
548325,313.5
548326,189.84
548327,297.17
548329,611.94
548330,136.99
548331,427.15000000000003
548332,331.8
548333,132.70000000000002
548334,271
548335,132.09
548336,435
548337,284.67
548338,174.31
548340,306.39
548349,519.96
548351,850.82
548353,760.18
548354,600
548358,836.79
548359,493.92
548361,310.87
548363,558.4
548367,1337.78
548368,70.92
548370,229.33
548371,353.7
548372,116.45
548388,457.42
548400,632.8000000000001
548401,141.85
548403,16.95
548404,1169.95
548405,1015.83
548406,872.56
548407,306.59999999999997
548408,388.45000000000005
548409,1937.06
548410,413.4
548412,111
548447,205.75
548448,225.49
548449,168.4
548450,516.2900000000001
548451,543.6
548452,307.53000000000003
548455,152.16
548457,102.4
548458,300.6
548459,125.65
548461,142.51
548466,61.10000000000001
548468,118.25
548470,415.52000000000004
548484,145.27
548486,278.65
548489,205.98
548490,624.8
548491,375.34999999999997
548492,213
548493,840.38
548494,1182
548496,3243.13
548497,1622.41
548498,301.6
548499,133.47
548500,204.78
548501,106.81
548506,3.9
548507,31.770000000000003
548509,296.2
548510,216.12
548511,276.94
548512,136.6
548520,320.17
548521,652.52
548529,490.99
548530,11.8
548531,1170
548533,980.41
548534,269.62
548541,58.49
548542,198.20000000000002
548544,353.45
548545,423.55
548546,111.6
548547,226.85
548548,102
548549,120.9
548550,244.79
548551,364.8
548552,239.75
548553,138.75
548554,888.1999999999999
548555,316.90000000000003
548556,237.89999999999998
548557,180.09
548558,257.23
548559,206.7
548560,297.12
548561,557.53
548563,125.63
548565,413.88
548566,127.3
548567,270.1
548568,283.21
548606,252
548608,151.5
548610,292.85
548611,386.22
548612,645.91
548613,35.28
548614,183.46
548616,307.59999999999997
548617,337.51
548618,216.75
548619,9.96
548621,201.53
548622,249.6
548623,85
548627,1445.6000000000001
548629,355.20000000000005
548630,355.20000000000005
548631,117.4
548632,417.95
548633,915.84
548634,87.10000000000001
548635,538.72
548636,266.85
548640,47.7
548641,577.2
548642,145.24
548643,72
548644,396
548645,313.38
548648,1534.3
548649,210
548650,490.4
548651,444.75
548652,135
548654,348.68
548655,312.58
548656,16.7
548657,8.8
548658,102
548659,362.24
548660,505.2
548661,350
548664,1407.19
548665,193.08
548666,1317.8
548668,37.4
548669,136.8
548670,212.13
548673,291.44
548686,785.5
548687,828.4
548696,142.5
548697,713.8
548698,259.6
548700,146.99
548701,266.36
548702,244.5
548703,178.65
548704,937.7099999999999
548705,189.12
548706,231.3
548707,127.84
548708,704.6
548709,280.56
548710,282.6
548711,201.01
548712,687.13
548714,467.3
548715,583.79
548716,273.14
548718,2183.82
548725,134
548726,367.74
548728,903.01
548730,475.5
548732,535.34
548733,583.87
548734,183.4
548735,435.56
548736,432.48
548737,585.55
548739,412.49
548740,599.84
548741,167.47
548742,375.16
548743,500.35
548744,313.28999999999996
548745,624.29
548746,50
548747,300.85
548749,451.78000000000003
548757,357.5
548768,223.19
548780,483.65
548792,215.01
548796,403.78000000000003
548801,375.45
548806,357.7
548807,2298
548808,375
548813,4037.77
548820,2053.07
548856,25.09
548858,264.3
548859,221.25
548860,406.82
548861,304.25
548862,12.75
548863,1713.74
548864,123.59
548865,328.2
548867,223.46
548868,556.77
548869,130.2
548870,129.18
548871,91.47999999999999
548872,108
548873,214.2
548874,786.16
548892,124.15
548896,297.28000000000003
548898,160.57
548899,825.96
548900,174.45999999999998
548907,505
548909,705.84
548910,259.20000000000005
548911,155.19
548912,463.95
548913,1136.3
548916,422.34
548917,215.9
548918,336.96
548919,649.32
548920,493.45
548940,81.6
548942,105
548952,430.13
548955,367
548968,2118.74
548969,1129.2
548970,1155
548971,184.84
548973,355.12
548974,335.07
548975,354.29
548978,784.4499999999999
548979,382.82
548981,594
548983,114.64
548984,561.29
548985,105
548987,853.97
548988,346.5
548990,316.02
548991,112.49
548992,838.08
548993,3599.38
549007,304.13
549012,306.89
549014,226.06
549015,297.94
549016,35.400000000000006
549017,422.23
549018,374.57
549020,282.88
549021,173.23999999999998
549022,83.4
549026,260.55
549027,5424
549044,345.35
549046,303.4
549047,112.41
549048,113.1
549052,365.79
549053,305.78
549054,312.19
549055,203.4
549056,123.1
549059,198.91
549099,229.27
549101,146.92
549102,303.95
549104,703.5400000000001
549105,117.6
549106,39.95
549107,7.0200000000000005
549115,1722.02
549116,554.38
549117,136.92
549118,955.99
549119,319.42
549120,178.4
549121,465.32
549123,301.48
549124,480.9
549125,206.21
549126,305.63
549127,790.7
549128,305.26
549129,273.21
549130,275.1
549131,75.9
549148,187.7
549153,871.6
549154,311.6
549169,72.9
549182,150.24
549183,144.95000000000002
549185,639.82
549186,270
549187,175.2
549188,308.12
549189,229.3
549190,229.4
549192,348.85
549193,415.7
549196,356.23
549206,104.4
549222,636.25
549225,326.4
549233,482.79
549234,301.82
549235,553.13
549237,179.30999999999997
549238,388.77
549239,245.45999999999998
549240,118.89
549241,336.38
549242,227.18
549243,144.1
549245,144.85999999999999
549246,1072.2
549247,277.6
549248,54.519999999999996
549249,255.36
549250,303.04
549251,191.06
549255,305.95000000000005
549256,91.8
549257,191.49
549258,329.1
549259,228.84
549260,107.07
549261,580.58
549262,269.83
549263,244.5
549272,358.25000000000006
549273,312
549274,366.2
549275,160.12
549276,267.1
549277,97.7
549278,168.46
549279,179.18
549280,429.90000000000003
549281,571.3
549282,192.5
549283,321.65
549284,365.4
549285,102.12
549286,78.26
549287,40.410000000000004
549289,188.13
549291,254.96
549292,91.09
549293,119.35
549294,203.2
549296,394.44
549297,213.8
549298,314.6
549299,310.45
549300,768.83
549301,487.51
549302,449.64
549303,239
549304,301.53000000000003
549305,152.3
549306,148.74
549307,266.4
549308,136.36
549309,215.34
549310,190.82000000000002
549311,310.05
549312,112.8
549313,421.6
549316,1321.25
549317,484.95
549318,247.95
549319,129.45000000000002
549320,118.75
549321,373.27
549322,230.98000000000002
549323,320.28
549324,196.8
549325,609.74
549353,117.6
549360,174.02
549368,110.8
549372,210.65
549387,483
549412,718.6
549417,79.80000000000001
549424,651.6
549425,337.67
549428,453
549429,313.5
549431,1163.75
549432,115.7
549433,149.9
549434,350.76
549435,481.46000000000004
549436,113.89
549439,603.27
549440,173.25
549441,9.9
549442,330.94
549443,104.9
549444,375
549445,270
549446,314.07
549447,138.24
549448,306.18
549449,304.33000000000004
549451,318.07
549467,194.75
549468,1867.86
549471,73.5
549520,817.44
549522,528.93
549523,32.65
549526,431.78000000000003
549538,32.32
549539,292.79999999999995
549541,138.24
549542,862.8199999999999
549543,197.5
549546,705.56
549547,423.4
549548,281.01
549550,157.6
549551,491.79
549552,110.97
549553,147.06
549554,480.34000000000003
549555,180.4
549556,212.12
549557,108.42
549558,170.95000000000002
549559,476.49
549560,91.74
549561,239.49
549562,117.43
549563,113.62
549564,112.55
549566,110.55
549567,261.58
549568,1476.22
549569,280.66
549570,156.22
549571,560.6700000000001
549572,191.86
549573,260.92
549574,329.05
549575,173.95
549576,476.37
549577,2050.08
549578,834.6800000000001
549579,225.61
549581,151.65
549583,514.9300000000001
549584,185.65
549585,158.4
549587,475.88
549588,373.72
549589,284.44
549590,423
549591,841.4999999999999
549592,310.26
549593,162.5
549594,470.4
549595,903.87
549596,309.52
549597,403.34000000000003
549614,293.24
549619,666.32
549628,274.08
549633,375.96000000000004
549646,390.53999999999996
549664,148
549665,134.8
549667,744.41
549669,2.55
549670,141.20000000000002
549678,435
549679,60
549680,337.08
549681,309.88
549682,269.95
549683,112.8
549687,299.09999999999997
549689,22.650000000000002
549690,380.34000000000003
549691,183.5
549693,284.35
549694,36.2
549696,153
549705,145.26000000000002
549711,485.31
549713,282.4
549715,165.71
549716,331.58000000000004
549717,15
549718,252.53
549719,183.85
549720,142.84
549721,254.12
549722,118.45
549728,112.86
549729,263.41
549730,217.14
549732,758.92
549733,312.01
549734,532
549735,659.3000000000001
549736,173.01000000000002
549737,158.8
549739,308.82
549740,520.8
549741,383.65
549742,720.22
549743,392.40999999999997
549744,316.2
549745,356.75
549746,2846.02
549747,614
549748,497.82
549749,387.7
549750,113.25
549751,737.42
549752,50
549754,314.52
549755,394.56
549756,94.2
549771,427.54
549787,180.43
549789,611.91
549790,199.38
549813,136.04
549825,350.57
549826,440.5
549828,25.08
549829,341
549830,117.83
549831,874.55
549832,246.04
549833,1015.14
549834,302.4
549835,1444.66
549836,180.85
549837,1311.9
549838,96
549839,101.8
549841,3.3
549842,162.70000000000002
549843,300.12
549844,420.46999999999997
549845,504.27
549847,362.26
549850,44.55
549851,330.62
549852,147.3
549874,294.66
549880,311.16
549881,303.34
549885,461.25
549901,268.31
549902,357.65
549903,355.77
549904,49.01
549906,183.64000000000001
549907,313.8
549909,293.96
549910,112.75
549911,446.7
549914,293
549915,429.25
549916,272.54
549917,145.87
549918,267.96
549920,123.2
549923,193.62
549924,112.2
549925,1119.36
549926,725.76
549927,3694.36
549928,324
549929,350.75
549932,124.8
549933,370.20000000000005
549934,110.1
549936,514.05
549937,328.55
549938,408
549939,334.2
549940,1357.63
549941,81.6
549942,136.20000000000002
549943,122.91
549944,240
549946,189.83999999999997
549947,451.58
549949,205.28
549951,500.2
549953,1206.29
549954,172.09
549956,186.88
549957,151.55
549958,590.77
549959,185.04999999999998
549961,25.5
549964,903.67
549965,409.2
549966,375.74
549967,490.05
549969,381
549970,121.8
549971,33
549972,408.9
549974,110.25
549975,272.86
549976,106.4
549977,171.06
549978,243.69
549979,31
549980,317.26
549981,298.40999999999997
549982,505.57
549983,157.29
549984,623.5
549985,1103.73
549988,431.65
549989,349.25
549990,147.3
549991,348.4
549992,516
549993,349.44
549994,41.6
549995,1056.36
549996,375.35999999999996
549997,183.60000000000002
549998,498.16
549999,770.65
550000,582.72
550001,387.29
550002,68
550003,127.07000000000001
550004,279.18
550005,310
550006,242.39
550007,527
550008,294.04
550015,848.87
550016,899.19
550017,569.2
550025,146
550030,42.89999999999999
550031,642
550032,56.86
550033,193.96
550034,713.08
550035,787.84
550052,422.55
550054,171.1
550057,129.09
550071,437.56
550106,228.42
550120,278.5
550121,147.6
550122,1488
550124,328.1
550125,444.63
550126,129.5
550129,636.45
550130,503.33000000000004
550131,108.04
550132,224.73
550134,814.83
550135,1220.4
550136,301.8
550137,2221.02
550138,162.35
550144,297.16
550145,669.2
550148,205.8
550149,330.34
550150,59.400000000000006
550151,140.25
550152,162.23
550154,103.25
550155,183.3
550156,501.11999999999995
550157,128.25
550158,896.67
550159,1420.98
550160,390.6
550161,419.74
550162,168.54
550163,925.88
550164,301.42
550167,328.15999999999997
550169,238.1
550173,186.5
550178,444.82
550179,195.68
550180,411.87
550182,331.28000000000003
550183,1266.23
550184,116.00999999999999
550185,579
550186,504.3
550187,258.75
550188,669.25
550189,233.12
550190,139.05
550191,241.29
550192,306.2
550193,2042.761
550194,300.25
550196,425.93
550197,39.6
550198,30.6
550199,397.5
550200,64.2
550201,1143.6
550202,760.1
550216,146
550218,354.84000000000003
550242,65.28
550250,224.14000000000001
550251,299.82
550255,190.98000000000002
550264,339.2
550265,81.4
550272,1612.83
550274,344.40000000000003
550275,278.22
550276,277.56
550277,486.1
550279,721.5500000000001
550280,462.31
550281,219
550282,141.68
550283,639.48
550284,142.16
550285,327.2
550286,341.4
550287,138.79
550288,168.4
550289,291.63
550290,328.15
550291,165.9
550292,58.85
550296,172.72
550297,321.83
550298,223.42000000000002
550299,2945.5
550301,345.05
550302,446.74
550303,232.48000000000002
550304,311.38
550305,417.93
550307,308.64
550308,358
550309,83.4
550310,899.58
550311,102.44
550312,379.32
550313,545.57
550314,218.55
550315,314.84000000000003
550316,314.45
550317,346.4
550318,143.69
550319,133.61
550320,625.27
550321,124.98
550322,158.47
550323,856.63
550324,302.92
550325,302.85
550326,140.55
550327,539.81
550328,175.27
550329,303.49
550330,63.36
550331,290.52
550332,229.59
550333,456.20000000000005
550334,459.18
550335,118.85
550336,246.74
550337,2.1
550338,84.65
550339,338.95
550340,71.42
550341,365.36
550342,391.67
550343,174.6
550344,2949.12
550345,51
550346,308.20000000000005
550347,282.94
550348,406.48
550350,837.97
550351,184.48
550352,225.72
550354,222.75
550357,151.85
550359,366.48
550360,394.83
550361,840.24
550362,635
550364,152.2
550377,34
550389,212.34
550408,501.84
550437,192.33
550438,712.24
550439,458.25
550440,269.65999999999997
550446,509.34000000000003
550447,393.33
550448,20.85
550449,304.04999999999995
550450,90
550452,169.47
550453,130.8
550457,1231.6000000000001
550459,189.98
550461,21535.9
550462,198
550464,484.25
550465,121.25000000000001
550467,257.34
550468,405.16
550469,178.41
550473,192.68
550476,122.03999999999999
550477,687.0500000000001
550478,306.05
550479,695.3299999999999
550480,192.26
550481,164.75
550483,42.400000000000006
550487,200.32000000000002
550488,273.71
550490,298.3
550491,19.8
550492,187.75
550493,1026.6100000000001
550495,202.88
550497,408
550498,99.45
550503,311.42
550504,274.45
550512,391.9
550513,379.56
550514,320.58
550515,217.07
550516,89.55
550517,614.02
550518,360.65
550519,516.28
550520,309.56
550521,424.64
550522,429.57
550523,267.91
550524,385.2
550525,480.27
550526,347.49
550527,1411.67
550528,188.87
550531,35.400000000000006
550532,117.14
550535,155.6
550539,144.35
550560,142.2
550579,319.48
550606,255.04000000000002
550607,232.22
550608,970.2
550610,89.55
550612,155.3
550613,767
550615,293.92
550616,354.78000000000003
550617,376
550618,367.62
550619,150.3
550620,777.25
550621,171.01
550622,935.15
550623,132.9
550624,109.04
550625,425.68
550626,185.07999999999998
550627,447.52
550628,101.19
550629,169.35999999999999
550630,1507.67
550631,409.40000000000003
550632,151.3
550633,300.09
550634,27.299999999999997
550635,423.36
550637,397.14
550639,314.51
550643,35.96
550644,383.95
550645,157.9
550649,25.5
550651,489.05
550655,113.5
550656,409.94
550657,302.56
550658,426.24
550659,347.17
550660,67.5
550661,541.2
550662,544.26
550663,36
550665,417.6
550666,469.19
550667,2016
550669,102
550670,112.97999999999999
550671,179
550673,379
550674,244.8
550675,267.7
550701,308.55
550710,3108.64
550711,1196.96
550712,850.7
550713,12.5
550714,478.2
550723,115.43
550750,351.45000000000005
550754,596.9999999999999
550755,103.3
550756,157.2
550764,103.15
550765,204.46
550766,234.25
550767,301.68
550768,712.64
550769,212.19
550772,74.7
550773,395.79
550774,586.9
550775,1052.56
550776,140.85
550777,307.15999999999997
550778,439.33
550779,1466.14
550781,460.94
550782,232.9
550783,454.24
550784,370.68
550785,267.03000000000003
550786,60
550796,128.41
550797,54.720000000000006
550798,290.4
550799,310.02
550801,212.5
550802,307.46
550803,225.05
550804,329.24
550805,548.4300000000001
550806,268.68
550811,119.1
550817,132.03
550818,141.49
550819,430.76
550820,341.58
550821,73.5
550822,1007.9
550823,2210.05
550824,8.25
550826,284.76
550827,633.05
550828,110.7
550829,293.2
550830,174.15
550831,171.20000000000002
550832,397.2
550833,24.75
550834,162.02
550835,791.97
550836,572.25
550837,199.75
550838,121.11
550885,335
550890,526.5
550899,1009.6899999999999
550900,682.38
550901,257.89
550906,1368.16
550907,306.5
550911,1079.4
550912,313.65
550913,302.55
550914,1701.5
550915,133.59
550916,139.35
550917,721.4399999999999
550918,335.5
550919,19.5
550920,110.10000000000001
550921,597.82
550923,147.45
550924,642
550925,237.25
550934,415.00000000000006
550936,207
550937,100.8
550938,232.68
550939,385.69
550940,615
550941,400.64
550942,225.15
550944,63.95
550946,202.5
550949,8.97
550955,318.78000000000003
550956,245.31
550957,117.67999999999999
550958,252.23
550960,180.1
550964,504.9
550965,118.7
550967,47.39999999999999
550968,727.78
550971,184.64
550972,99.63
550973,875.79
550974,173.46
550978,305.43
550988,309
550989,255.69
550990,447.6
550991,153.84
550992,126.32
550993,476.8
550994,481.4
550995,451.6
550996,314.92
550997,488.01
550998,242.8
550999,205.7
551000,159.2
551001,564.5
551002,413.46
551003,339.93
551011,187.05
551013,191.4
551014,1932.24
551016,765.85
551021,326.4
551028,308.73
551033,354.26
551035,632.74
551054,437.98
551055,480.36
551056,285.37
551057,285.04
551058,110.52
551059,360.03
551060,2.1
551062,884.4
551085,535.97
551088,413.45
551124,291.90000000000003
551125,348.33000000000004
551133,708.6000000000001
551134,604.73
551135,7.25
551136,501.22
551137,172.75
551138,38.16
551141,22.5
551142,426.40000000000003
551143,103.3
551144,76.32000000000001
551145,107.1
551146,59
551147,305.46000000000004
551148,1265.4
551149,231.31
551150,159.1
551151,134.4
551152,366.96
551158,358.38
551159,147.6
551160,938.9200000000001
551161,319.27000000000004
551162,339.24
551163,160.54
551164,20.4
551165,81.6
551166,918
551170,301.8
551171,282.7
551172,111.76
551181,600.9
551182,107.28
551183,169.5
551184,305.28
551185,330
551186,25.2
551187,362.9
551188,312.6
551189,870
551191,816
551192,414.12
551193,228.15
551194,114.84
551197,166.39999999999998
551198,347.68
551199,373.44
551200,13.500000000000002
551202,122.4
551211,443.25
551218,167.92
551234,476.4
551247,316.85
551250,261.24
551258,1209.8
551259,1642.5
551262,117.66
551268,201.19
551269,854.07
551270,524.52
551271,203.95
551272,29.880000000000003
551273,665.52
551274,414.24
551275,506.38
551276,219.01
551277,422.6
551278,323
551279,172.79999999999998
551280,89.1
551281,126.74000000000001
551282,223.33
551283,592.41
551284,253.94
551286,397.02000000000004
551287,15.4
551288,31.8
551289,720.92
551290,207.50000000000003
551291,1502.78
551292,431.74
551293,428.64000000000004
551294,154.66
551299,15
551301,1007.4
551305,337.36
551314,1292.96
551315,304.16
551332,450.45
551334,5.9
551337,145.91
551338,5.11
551341,459.45
551342,318.3
551343,200.20000000000002
551344,433.7
551345,692.36
551346,495.24
551347,354.35
551349,371.4
551350,438
551351,4390.56
551352,303.62
551383,119.9
551384,454.9
551385,390.85
551387,226.85
551389,209.10000000000002
551390,259.45
551391,385.2
551392,160.95
551393,654.6
551395,112.32000000000001
551396,430.38
551397,232.65
551398,436.3
551399,371.29
551400,593.16
551401,6
551412,207.05
551413,314.22
551414,1537.2
551415,78.6
551416,23.8
551417,547.27
551418,112.25
551419,400
551420,385.5
551421,82.5
551424,16.95
551426,440
551427,142.52
551428,305.56
551436,222.47
551437,152.8
551438,453.2
551439,327.71999999999997
551440,173.43
551445,87.45
551462,331.18
551467,286.88
551469,15.27
551470,112.96000000000001
551471,275.54
551501,354.72
551507,340.71999999999997
551514,94.45
551515,320.88
551516,800.01
551517,204.24
551518,443.85
551519,383.45
551520,153.85999999999999
551523,53.1
551524,477.09
551525,439.85
551527,388.21000000000004
551528,116.09
551529,1094.33
551530,2.1
551531,654.17
551532,313.26
551533,164.86
551534,810.5600000000001
551535,153.75
551539,528.88
551542,306.5
551543,134.8
551544,692.84
551545,24.9
551546,316.12
551548,446.62
551549,248.25
551550,40.35
551552,36
551555,108.87
551556,150.32
551558,327.71
551559,612.16
551560,820.74
551561,306.82
551562,159.36
551563,1102.8600000000001
551564,534.65
551566,609.5
551576,21.6
551584,450.52
551595,204.00000000000003
551599,312.49
551603,467.70000000000005
551616,157.75
551617,489.6
551618,626.1
551623,214.15
551647,62.279999999999994
551649,202.48000000000002
551650,1110.72
551651,8.5
551652,338.24
551653,344.7
551654,195.1
551655,115.95
551656,619.2
551657,545.01
551658,481.64
551660,106.66000000000001
551661,63.910000000000004
551662,311.13
551665,374
551686,478.51000000000005
551687,309.35
551688,299.81
551693,303.61
551696,797.26
551697,8142.75
551698,1132.95
551702,494.84999999999997
551713,275.93
551714,173.08
551715,337.38
551717,257.86
551720,76.65
551721,288.75
551724,209.99
551725,565
551726,593.52
551727,688.35
551728,133.6
551729,20.8
551730,306.36
551731,424.42
551733,313.62
551734,465.99
551736,534.24
551739,141.94
551747,2805.2799999999997
551774,109.38
551775,775
551776,250.04
551791,476.29
551809,3566.1400000000003
551810,231.27
551811,756.73
551812,319.74
551813,224.78000000000003
551814,95.8
551815,77.1
551816,271.83
551817,172.77
551818,238.74
551819,364.18
551820,429.6
551821,270.02
551822,159.2
551823,261.95
551824,483.7
551825,22.9
551826,8.4
551832,9.36
551833,500.09
551834,75.66
551835,411.54
551836,203.86999999999998
551839,453.02
551840,1030.7
551842,223.22
551843,252.1
551844,114.04
551845,17.14
551846,419
551849,1032.46
551850,302.47
551851,997.5
551852,278.40000000000003
551854,302.88
551855,814.71
551856,312.72
551857,326.90000000000003
551858,128.01
551859,230.03
551860,110.64
551862,227.64999999999998
551868,1380.11
551869,418.2
551870,194.3
551872,206.6
551874,385.14
551875,484.12000000000006
551876,313.40000000000003
551877,179
551878,119.7
551879,311.29999999999995
551880,303.82
551881,346.08
551882,108.95
551883,306.72
551884,296.88
551885,378.24
551886,129.18
551887,236
551888,51
551889,306.72
551890,134.7
551891,186.86
551893,464.3
551894,64.95
551895,89.4
551896,170.96
551897,81.10000000000001
551902,99.6
551907,116.95
551944,110.38
551945,15
551946,307
551950,366.86
551951,633
551952,494.7
551953,593.72
551954,425.4
551955,321.48
551956,277.97
551957,303.54
551958,263.24
551959,112.63
551960,466.71000000000004
551961,386.5
551962,123.75
551963,305.9
551966,369.95
551967,208.36
551976,809.4
551977,225.6
551978,292.11
551979,185.39999999999998
551980,109.25
551981,897.6
551982,1051.99
551983,562.29
551984,281.66
551985,149.97
551986,239.52
551987,250.47
551988,154.8
551989,265.2
551990,68
551991,89.4
551992,442.96
551993,99.21
551994,437.52000000000004
551996,352.26
551998,258.6
552004,147.44
552005,622.47
552007,310.78
552008,311.2
552010,292.42
552011,138.85
552013,2388.31
552018,217.8
552023,400.3
552025,378.95
552026,108
552028,64.06
552032,67.95
552033,214.56
552034,143.46
552036,211.15
552037,240.6
552038,3869.1800000000003
552039,4655.85
552040,522.6
552041,105.9
552042,1208.31
552044,449.42
552045,365.83
552046,370.77
552048,519
552051,415.02
552053,186.9
552054,353.06
552055,327.96000000000004
552056,356.40000000000003
552057,251.75
552058,647.75
552059,140.57999999999998
552060,76.32000000000001
552061,1264.0800000000002
552062,95.56
552064,118.3
552065,190.54
552078,300.4
552080,404.40000000000003
552108,289.82
552121,261.36
552127,59.9
552134,550.12
552135,19.92
552139,162.23999999999998
552149,700.6
552166,371.96
552167,93.75
552168,226.9
552169,115.15
552170,216.3
552171,1128.6
552172,640
552174,15.6
552176,127.38
552179,116.49000000000001
552180,430.46
552181,1484.4
552182,195.15
552183,173.12
552184,162.96
552185,464.01
552186,483.02
552188,381.08
552189,10.08
552191,58.9
552192,315.66
552193,243.51999999999998
552195,204.29999999999998
552196,138.19
552197,211.43999999999997
